question,answer
,خیلی ممنونم از راهنماییتون همینطوری نوشتم از سرفصل ها فقط فرستادم ببینم با اینا میشه بازار کار رفت یانه بعد اگه بتونم میخوام بعد چندماه که جنگو روان شد برام برم طرف هوش مصنوعی چون جنگو به تنهایی الان برای منم که تازه میخوام شروع کنم کارو کافی نیست
"سلام خسته نباشین وقت بخیر من یه چهار ماهی هست درحال یادگیری جنگوم و تا یکماه دیگه جنگو پیشرفتم تموم میشه و تو ظاهر کار اینارو بلدم: 
1. Python

2. Django (CBV & FBV)

3. Django REST Framework

4. JWT Auth, Permissions

5. PostgreSQL, ORM

6. Django Template Language (DTL)

7. HTML, CSS

8. E-commerce project (auth, product management, cart, payment, orders)

9. Docker & docker-compose

10. Deployment with Nginx, Gunicorn, Let’s Encrypt

11. Git, GitHub (Branch, PR)

12. Testing with DRF & Locust

13. API docs with drf-spectacular

14. Debug Toolbar, Postman
اگه بخوام وارد بازار کار بشم میتونم به عنوان کاراموز درجه a برم؟؟ بعد اگه لطفا از تجربتون به بازار کار راهنماییم کنین ممنون میشم",
کدوم صفر؟,وقفه خارجی 0
هعی بدبختی دلوم گرفته,چرا پس
چخبر چیکارا میکنی,هعی بدبختی دلوم گرفته
ممنونم تو چطوری,فدات بشم
اووو,اره جانم
چطوری داش,ممنونم تو چطوری
سید من,اووو
"درود.

توی vs code وقتی میخواین اکستنشنی نصب کنید به خطای error while fetching extensions. failed to fetch  برخورد کردین؟

راه حلای توی نت هیچ کدوم مشکلو حل نکردن.","به نام خدا
فیلترشکن"
سیدی کیه😂,سید من
تو دوبله کردی دیگه درسته ؟,نه
عع سیدی توییی,سیدی کیه😂
جوناس,عع سیدی توییی
دوستان دوره react خوب معرفی میکنین لطفا,جوناس
"درود دوستان
ببخشید من ی سوال داشتم
میخواستم بدونم این فروشنده های وی پی ان
Ssh یا v2ray یا هرچی
میتونن ب اطلاعات ما دسترسی داشته باشن؟","بستگی داره به یارو
میتونی روی چیزی که تانل می‌کنه
 دسترسی داشته باشه"
"سلام دوستان من اولین رزومم هستش خواستم بدونم نظرتون راجبش چیه ؟ 
ممنون میشم نقاط ضعف و قوتشو بهم بگید",پیشنهاد من اینه که دبیرستان رو برداری
دوستان برای یادگرفتن برنامه نویسی و ساخت هوش مصنوعی و کار با اون رو از کجا باید شروع کنم؟,"۱. مبانی کامپیوتر و برنامه نویسی
۲. یک زبان تخصصی مثل پایتون، متلب
۳. ریاضیات هوش مصنوعی 
۴. مبانی هوش مصنوعی 
۵. هوش مصنوعی در زبان تخصصی که یاد گرفتین
۶. هوش مصنوعی پیشرفته
۷. تخصص در یک زمینه هوش مصنوعی"
کسی با n8nکار کرده ایجنت بزنه؟؟,؟
دوستان برای یادگرفتن برنامه نویسی و ساخت هوش مصنوعی و کار با اون رو از کجا باید شروع کنم؟,به نظرم اول برو گروه و … برای هوش پیدا کن از متخصصاش راه بگیر
,صحیح دقیق نخوندم
,گوگل کن ارور رو
"سلام 
بچه ها من قبلا نسخه 2021 پای چارم رو داشتم ولی حذف کردم ک نسخه 2024 و دانلود کنم
حالا هرکاری میکنم برنامه هام ران نمیشه و ارور میده که مشکل لوکیشن دهی دارم
میتونید کمکم کنید",
استاتهام؟,"نه.
بورن"
"یه پیج اینستاگرام 60 کا فالوور با موضوع برنامه نویسی و کامپیوتر دارم
آمارش بالاست و فالووراش واقعی هستن و فیک نداره

همچنان از طریق تبلیغات درآمد داره و میتونین داخلش دوره آموزشی هم بفروشید

این آیدیش : 
Barnameneivsan",
"سلام وقت بخیر
کسی تجربه کار کتابخانه پردازش تصویر رو داره؟
با هزار توضیح یک کد از chat gpt گرفتم که پلاک ماشین  رو بخونه حالا هرکاری می کنم  درست حسابی پلاک  نمی خونه
به نظر تون باید چه کار کنم از چه کد یا کتاب خونه ای استفاده کنم",پیوی پیام بده داشتم میفرستم
اون صفره چکارست,کدوم صفر؟
برنامه word برای گوشی کسی داره؟,مایکروسافت 365
کتاب مزیدی را اگر داشته باشید خیلی عالی توضیح دادن,ممنون، ندارمش
نه ریزپردازنده,کتاب مزیدی را اگر داشته باشید خیلی عالی توضیح دادن
"دو نوع وقفه داریم، وقفه نرم افزاری ، وقفه سخت افزاری.
سخت افزاری همون وقفه های خارجی هست مثل وقفه های موس، کیبورد، سی دی رایتر...",اون صفره چکارست
"دو نوع وقفه داریم، وقفه نرم افزاری ، وقفه سخت افزاری.
سخت افزاری همون وقفه های خارجی هست مثل وقفه های موس، کیبورد، سی دی رایتر...",اهاااااا، بعد یعنی چی یه پایه نقش منبع خارجی 0 را نیز برعهده دارد؟
نه ریزپردازنده,"دو نوع وقفه داریم، وقفه نرم افزاری ، وقفه سخت افزاری.
سخت افزاری همون وقفه های خارجی هست مثل وقفه های موس، کیبورد، سی دی رایتر..."
تو اسمبلی,نه ریزپردازنده
دوستان در مورد وقفه خارجی کسی میدونه چیه؟,تو اسمبلی
سلام وقت شما بخیر من نیاز به یک نفر که کامل برنامه نویسی رو بلد باشه دارم که طراحی سایت انجام بده,بیا پی
"نخواستم متن طولانی باشه کلیاته
اطلاعات داخل پیوی میگم به دوستان",اوکی .  اطلاعات کامل و جزئیات بفرستین قیمت و زمان اجرا میگیم خدمتتون
الان واقعا با یک خط نوشته فکر میکنید قیمت درست میشه داد ؟ نیازها دقیقا چی هست؟ سرور داره یا نداره؟ سیستم پرداخت داره یا نداره و خیلی سوال دیگه...,"نخواستم متن طولانی باشه کلیاته
اطلاعات داخل پیوی میگم به دوستان"
اینجا منظور از سیستم چند منظوره سیستم عامل چند منظوره ست؟,نه منظورش این هست که مثلا میکرو کنترل که بیشتر بهش همون میکرو میگن برای کارهای محدود مثلا کنترل دما و ارسال یک یا چند دستور ساده طراحی میشن. اما میکرو پروسسور توانایی انجام کارهای زیادی دارن و برای به کار گیری اونها باید یه سیستم عامل داشته باشی. اصولا سیستم عاملها خودشون چند منظوره هستن. میکرو پروسسور میتونه بخشی از کار میکرو کنترل را بکنه اما برعکسش نمیشه
"سلام
آپ اندروید ثبت نام لاستیک صفر تا صد چند؟ قیمت ها را پیوی بگین ممنون",الان واقعا با یک خط نوشته فکر میکنید قیمت درست میشه داد ؟ نیازها دقیقا چی هست؟ سرور داره یا نداره؟ سیستم پرداخت داره یا نداره و خیلی سوال دیگه...
سلام لطفاً نمونه کار خود را ارسال بفرمایید,پیوی پیام بدید
در خدمتیم,سلام لطفاً نمونه کار خود را ارسال بفرمایید
معلوم نیست چه میکنن,شاید فوضول مردم چیکار میکنن
سلام طراح سایت میخام برای سایت حقوقی,در خدمتیم
اگر نیاز به پروژه دارید درخدمتم,پیام بده
پروژه های طراحی وب و ربات های تلگرام با کدنویسی تمیز و حرفه ای انجام میشه 🤝 برای سفارش پیام بدید,اگر نیاز به پروژه دارید درخدمتم
معلوم نیست چه میکنن,🤦🏻‍♀️🤦🏻‍♀️
نمونه کار میگیره بعدش غیب میشه بهش اعتماد نکنید,معمولا نود درصد اینطوری هستند
نمونه کار میگیره بعدش غیب میشه بهش اعتماد نکنید,اره چند تایی به پستم خوردن اینطور ادم
بازاریاب خان گل بیا پی برای منم بازاریابی کن,نمونه کار میگیره بعدش غیب میشه بهش اعتماد نکنید
